job_description,resume_name,resume_text,relevant
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_38,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,AI Engineer_HARD_NEGATIVE_38,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_38,Customer Service Teaching Sales,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_39,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Analyst_HARD_NEGATIVE_39,Excel Power BI SQL Python Pandas,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_39,Accounting Sales Finance,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_0,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_0,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_0,Finance Customer Service Photography,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_1,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Scientist_HARD_NEGATIVE_1,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_1,Accounting Teaching Marketing,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_2,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_2,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_2,Marketing Accounting Photography,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_3,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_3,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_3,Sales Customer Service Teaching,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_4,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_4,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_4,Finance Teaching Photography,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_5,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_5,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_5,Finance Teaching Accounting,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_6,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_6,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_6,Finance Photography Customer Service,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_7,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Scientist_HARD_NEGATIVE_7,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_7,Finance Sales Customer Service,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_8,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_8,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_8,Marketing Customer Service Teaching,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_9,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_9,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_9,Customer Service Sales Marketing,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_10,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_10,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_10,Marketing Finance Sales,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_11,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Scientist_HARD_NEGATIVE_11,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_11,Sales Marketing Accounting,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_12,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_12,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_12,Accounting Finance Teaching,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_13,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_13,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_13,Finance Photography Teaching,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_14,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_14,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_14,Teaching Sales Accounting,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_15,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_15,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_15,Marketing Accounting Photography,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_16,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_16,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_16,Photography Marketing Customer Service,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_17,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_17,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_17,Finance Teaching Photography,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_18,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Scientist_HARD_NEGATIVE_18,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_18,Photography Accounting Marketing,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_19,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_19,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_19,Marketing Sales Teaching,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_20,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_20,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_20,Teaching Finance Photography,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_21,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_21,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_21,Marketing Teaching Accounting,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_22,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Scientist_HARD_NEGATIVE_22,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_22,Sales Customer Service Finance,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_23,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_23,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_23,Customer Service Teaching Photography,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_24,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_24,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_24,Sales Finance Customer Service,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_25,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_25,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_25,Finance Customer Service Accounting,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_26,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_26,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_26,Accounting Photography Finance,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_27,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_27,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_27,Teaching Accounting Finance,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_28,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_28,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_28,Marketing Finance Customer Service,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_29,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_29,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_29,Finance Accounting Photography,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_30,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_30,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_30,Accounting Teaching Finance,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_31,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_31,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_31,Accounting Finance Teaching,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_32,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_32,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_32,Marketing Accounting Finance,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_33,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Analyst_HARD_NEGATIVE_33,Excel Power BI SQL Python Pandas,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_33,Photography Accounting Finance,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_34,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Scientist_HARD_NEGATIVE_34,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_34,Sales Customer Service Finance,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_35,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,AI Engineer_HARD_NEGATIVE_35,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_35,Customer Service Teaching Accounting,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_36,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_36,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_36,Finance Sales Teaching,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_37,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Data Scientist_HARD_NEGATIVE_37,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_37,Photography Marketing Accounting,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_38,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_38,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_38,Customer Service Accounting Marketing,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Backend Developer_GOOD_39,Python FastAPI Docker SQL Git,1
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,Machine Learning Engineer_HARD_NEGATIVE_39,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Backend Developer with experience in Python FastAPI Docker SQL Git,SOFT_NEGATIVE_39,Marketing Finance Sales,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_0,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_0,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_0,Marketing Accounting Finance,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_1,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Machine Learning Engineer_HARD_NEGATIVE_1,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_1,Finance Sales Photography,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_2,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_2,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_2,Teaching Customer Service Finance,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_3,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_3,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_3,Photography Sales Finance,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_4,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_4,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_4,Finance Marketing Sales,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_5,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_5,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_5,Finance Sales Teaching,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_6,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Machine Learning Engineer_HARD_NEGATIVE_6,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_6,Marketing Photography Finance,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_7,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Machine Learning Engineer_HARD_NEGATIVE_7,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_7,Finance Accounting Marketing,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_8,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_8,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_8,Customer Service Photography Finance,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_9,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_9,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_9,Teaching Customer Service Marketing,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_10,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Machine Learning Engineer_HARD_NEGATIVE_10,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_10,Marketing Sales Teaching,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_11,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_11,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_11,Teaching Finance Accounting,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_12,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_12,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_12,Sales Accounting Customer Service,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_13,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_13,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_13,Marketing Teaching Finance,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_14,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_14,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_14,Accounting Customer Service Marketing,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_15,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_15,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_15,Sales Accounting Teaching,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_16,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_16,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_16,Customer Service Marketing Photography,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_17,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_17,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_17,Sales Accounting Photography,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_18,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_18,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_18,Customer Service Teaching Marketing,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_19,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_19,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_19,Photography Marketing Finance,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_20,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_20,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_20,Sales Teaching Finance,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_21,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_21,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_21,Marketing Customer Service Sales,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_22,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_22,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_22,Teaching Marketing Accounting,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_23,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_23,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_23,Finance Accounting Sales,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_24,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_24,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_24,Customer Service Accounting Teaching,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_25,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_25,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_25,Marketing Sales Customer Service,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_26,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_26,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_26,Photography Marketing Finance,0
